SUMMARY
Trial Number,Time Stamp,Relative Start Time,RMS
1,2023-06-12 10:46:16.818,1828.0,38.001013176244314
2,2023-06-12 10:46:36.137,21147.0,97.12577027458103
DETAIL
Trial Number,Time Stamp,Relative Start Time,Cursor X (Relative to Origin),Cursor Y(Relative to Origin),Joystick X,Joystick Y
1,2023-06-12 10:46:16.855,1865.0,-0.0681,-0.0031,-0.0195,0.0353
1,2023-06-12 10:46:16.9,1910.0,-0.3419,-0.0833,-0.0098,0.0157
1,2023-06-12 10:46:16.95,1960.0,-0.5056,-0.1457,-0.0020,0.0275
1,2023-06-12 10:46:17.0,2010.0,-0.8460,-0.3051,-0.0020,0.0177
1,2023-06-12 10:46:17.05,2060.0,-1.0122,-0.4220,-0.0020,0.0098
1,2023-06-12 10:46:17.1,2110.0,-1.3141,-0.7002,-0.0020,0.0216
1,2023-06-12 10:46:17.15,2160.0,-1.4520,-0.8400,-0.0098,0.0216
1,2023-06-12 10:46:17.2,2210.0,-1.7044,-1.0769,-0.0137,0.0255
1,2023-06-12 10:46:17.25,2260.0,-1.8119,-1.1893,-0.0137,0.0177
1,2023-06-12 10:46:17.3,2310.0,-1.9810,-1.3697,-0.0137,0.0177
1,2023-06-12 10:46:17.35,2360.0,-2.0427,-1.4241,-0.0137,0.0294
1,2023-06-12 10:46:17.4,2410.0,-2.1029,-1.4195,-0.0137,0.0392
1,2023-06-12 10:46:17.45,2460.0,-2.1094,-1.3104,-0.0020,0.0687
1,2023-06-12 10:46:17.5,2510.0,-2.1060,-0.7669,-0.0156,0.1157
1,2023-06-12 10:46:17.55,2560.0,-2.1057,-0.3129,-0.0020,0.1236
1,2023-06-12 10:46:17.6,2610.0,-2.2050,1.0342,-0.0274,0.1941
1,2023-06-12 10:46:17.65,2660.0,-2.3009,1.9754,-0.0195,0.2157
1,2023-06-12 10:46:17.7,2710.0,-2.6153,4.2897,-0.0254,0.2177
1,2023-06-12 10:46:17.75,2760.0,-2.8403,5.6359,-0.0254,0.2177
1,2023-06-12 10:46:17.8,2810.0,-3.4422,8.6323,-0.0254,0.2177
1,2023-06-12 10:46:17.85,2860.0,-3.8248,10.2589,-0.0254,0.2177
1,2023-06-12 10:46:17.9,2910.0,-4.7717,13.7106,-0.0274,0.2098
1,2023-06-12 10:46:17.95,2960.0,-5.3380,15.4709,-0.0274,0.1765
1,2023-06-12 10:46:18.0,3010.0,-6.6623,18.8001,-0.0313,0.0784
1,2023-06-12 10:46:18.05,3060.0,-7.3971,20.2712,-0.0098,0.0216
1,2023-06-12 10:46:18.1,3110.0,-9.0387,22.8108,-0.0254,-0.0020
1,2023-06-12 10:46:18.15,3160.0,-10.8947,24.7738,-0.0254,-0.0664
1,2023-06-12 10:46:18.2,3210.0,-11.8947,25.5214,-0.0195,-0.0977
1,2023-06-12 10:46:18.25,3260.0,-14.0136,26.1330,-0.0156,-0.2871
1,2023-06-12 10:46:18.3,3310.0,-15.1138,25.9758,-0.0078,-0.3301
1,2023-06-12 10:46:18.35,3360.0,-17.3624,24.8513,-0.0020,-0.3906
1,2023-06-12 10:46:18.4,3410.0,-18.5114,23.9124,-0.0020,-0.3906
1,2023-06-12 10:46:18.45,3460.0,-20.8569,21.4338,-0.0020,-0.4043
1,2023-06-12 10:46:18.5,3510.0,-22.0522,19.9438,-0.0020,-0.4082
1,2023-06-12 10:46:18.55,3560.0,-24.4853,16.4769,-0.0020,-0.4395
1,2023-06-12 10:46:18.6,3610.0,-25.7226,14.5379,-0.0020,-0.4395
1,2023-06-12 10:46:18.65,3660.0,-28.2640,10.3386,-0.0020,-0.4356
1,2023-06-12 10:46:18.7,3710.0,-29.5525,8.1074,-0.0020,-0.4356
1,2023-06-12 10:46:18.75,3760.0,-32.1037,3.4840,0.0431,-0.3867
1,2023-06-12 10:46:18.8,3810.0,-33.2863,1.2461,0.0824,-0.3086
1,2023-06-12 10:46:18.85,3860.0,-35.3968,-2.6972,0.1275,-0.1016
1,2023-06-12 10:46:18.9,3910.0,-36.3812,-4.2243,0.0941,-0.0195
1,2023-06-12 10:46:18.95,3960.0,-38.3234,-6.5502,0.0961,-0.0020
1,2023-06-12 10:46:19.0,4010.0,-39.1817,-7.4539,0.1765,-0.0020
1,2023-06-12 10:46:19.05,4060.0,-40.4497,-8.9275,0.2490,-0.0000
1,2023-06-12 10:46:19.1,4110.0,-40.8435,-9.5490,0.3039,-0.0000
1,2023-06-12 10:46:19.15,4160.0,-41.1170,-10.6601,0.3510,-0.0000
1,2023-06-12 10:46:19.2,4210.0,-40.9680,-11.1787,0.4157,-0.0000
1,2023-06-12 10:46:19.25,4260.0,-40.0343,-12.1955,0.4667,-0.0000
1,2023-06-12 10:46:19.3,4310.0,-39.3001,-12.7103,0.4824,-0.0000
1,2023-06-12 10:46:19.35,4360.0,-37.3293,-13.7848,0.5157,0.0000
1,2023-06-12 10:46:19.4,4410.0,-36.1159,-14.3525,0.5294,0.0020
1,2023-06-12 10:46:19.45,4460.0,-33.4068,-15.5071,0.4726,0.0255
1,2023-06-12 10:46:19.5,4510.0,-32.0569,-16.1124,0.4118,0.0157
1,2023-06-12 10:46:19.55,4560.0,-29.7760,-17.4036,0.2235,0.0157
1,2023-06-12 10:46:19.6,4610.0,-29.1627,-18.0878,-0.0000,0.0294
1,2023-06-12 10:46:19.65,4660.0,-29.3237,-19.5227,-0.1797,0.0294
1,2023-06-12 10:46:19.7,4710.0,-29.9713,-20.2912,-0.1797,0.0294
