Trial Number,Time Stamp,Relative Start Time,Switched To Tracker
35,2023-06-12 11:13:00.729,1957.0,true
35,2023-06-12 11:13:02.478,3706.0,false
35,2023-06-12 11:13:03.468,4696.0,true
35,2023-06-12 11:13:04.689,5917.0,false
35,2023-06-12 11:13:06.009,7237.0,true
35,2023-06-12 11:13:07.824,9052.0,false
36,2023-06-12 11:13:27.987,830.0,false
36,2023-06-12 11:13:29.109,1952.0,true
37,2023-06-12 11:13:45.114,936.0,false
37,2023-06-12 11:13:46.203,2025.0,true
37,2023-06-12 11:13:48.018,3840.0,false
37,2023-06-12 11:13:50.064,5886.0,true
37,2023-06-12 11:13:51.285,7107.0,false
37,2023-06-12 11:13:52.836,8658.0,true
38,2023-06-12 11:14:00.756,732.0,false
38,2023-06-12 11:14:02.274,2250.0,true
39,2023-06-12 11:14:18.906,1639.0,false
39,2023-06-12 11:14:21.777,4510.0,true
40,2023-06-12 11:14:34.713,1719.0,false
40,2023-06-12 11:14:36.396,3402.0,true
40,2023-06-12 11:14:38.838,5844.0,false
40,2023-06-12 11:14:40.983,7989.0,true
