2023-06-12 11:03:50.493
Trial Number,Time Stamp,Relative Start Time,Threat Present,Threat Position,Warning Generated,Trigger Pulled,Time Until Trigger Pull (10000 if not pulled),Time Until First Toggle,Detection Score,Tracking Score,RMS,On Tracker Screen Proportion,Toggle Count,Image 0, Image 1,Image 2,Image 3
20,2023-06-12 11:08:56.902,306415.0,false,-1,CLEAR,false,10000.0,2861.0,5.0,3.0,95.08392245448142,0.72,4,343_0.0_conf.png,782_0.34_conf.png,15_0.0_conf.png,352_0.3_conf.png,
21,2023-06-12 11:09:11.29,320803.0,false,-1,CLEAR,false,10000.0,1442.0,5.0,0.0,129.81988598007752,0.695,4,646_0.0_conf.png,267_0.12_conf.png,736_0.0_conf.png,176_0.15_conf.png,
22,2023-06-12 11:09:31.337,340850.0,false,-1,CLEAR,false,10000.0,1162.0,5.0,6.0,62.15549075082356,0.7889447236180904,4,245_0.15_conf.png,603_0.12_conf.png,716_0.3_conf.png,735_0.0_conf.png,
23,2023-06-12 11:09:46.612,356125.0,false,3,DANGER,false,10000.0,704.0,5.0,7.0,51.05167131115239,0.835,2,346_0.0_conf.png,575_0.37_conf.png,205_0.21_conf.png,323_0.61_conf.png,
24,2023-06-12 11:10:01.708,371221.0,true,0,DANGER,true,1779.0,722.0,4.1105,9.0,37.55514818456238,0.86,2,273_0.99_conf.png,408_0.0_conf.png,407_0.0_conf.png,339_0.0_conf.png,
25,2023-06-12 11:10:17.341,386854.0,false,-1,CLEAR,false,10000.0,1028.0,5.0,6.0,69.35542085000763,0.7910447761194029,4,416_0.0_conf.png,233_0.0_conf.png,540_0.45_conf.png,397_0.15_conf.png,
26,2023-06-12 11:10:32.882,402395.0,false,3,DANGER,false,10000.0,832.0,5.0,8.0,45.875155494932336,0.8469387755102041,4,400_0.27_conf.png,628_0.0_conf.png,144_0.1_conf.png,221_0.81_conf.png,
27,2023-06-12 11:10:47.323,416836.0,false,2,DANGER,false,10000.0,1109.0,5.0,4.0,88.2280280740919,0.825,2,99_0.0_conf.png,413_0.19_conf.png,320_0.51_conf.png,168_0.11_conf.png,
28,2023-06-12 11:11:05.692,435205.0,false,-1,CLEAR,false,10000.0,824.0,5.0,7.0,57.0040953436719,0.6130653266331658,7,332_0.0_conf.png,82_0.0_conf.png,610_0.0_conf.png,7_0.15_conf.png,
29,2023-06-12 11:11:21.632,451145.0,true,1,DANGER,true,1451.0,724.0,4.2745,7.0,56.463292866109065,0.885,2,295_0.31_conf.png,292_0.99_conf.png,349_0.31_conf.png,550_0.0_conf.png,
30,2023-06-12 11:11:39.483,468996.0,true,-1,CLEAR,false,10000.0,957.0,0.0,4.0,85.75433344625017,0.8090452261306532,5,576_0.0_conf.png,163_0.0_conf.png,236_0.27_conf.png,244_0.13_conf.png,
31,2023-06-12 11:11:58.681,488194.0,true,0,DANGER,true,1461.0,767.0,4.2695,4.0,82.16931532220939,0.89,2,235_0.99_conf.png,8_0.0_conf.png,158_0.21_conf.png,114_0.11_conf.png,
32,2023-06-12 11:12:13.436,502949.0,false,-1,CLEAR,false,10000.0,1423.0,5.0,4.0,85.31960447262229,0.725,4,135_0.0_conf.png,302_0.19_conf.png,4_0.0_conf.png,684_0.0_conf.png,
33,2023-06-12 11:12:29.216,518729.0,false,-1,CLEAR,false,10000.0,922.0,5.0,6.0,63.08890241408046,0.7777777777777778,4,198_0.12_conf.png,235_0.0_conf.png,640_0.0_conf.png,674_0.0_conf.png,
34,2023-06-12 11:12:44.113,533626.0,true,1,DANGER,true,1569.0,710.0,4.2155000000000005,7.0,52.29109273829035,0.875,2,657_0.41_conf.png,59_0.99_conf.png,758_0.0_conf.png,162_0.41_conf.png,
35,2023-06-12 11:12:58.772,548285.0,true,-1,CLEAR,false,10000.0,802.0,0.0,9.0,38.63778925329627,0.555,7,101_0.11_conf.png,36_0.1_conf.png,146_0.0_conf.png,409_0.0_conf.png,
36,2023-06-12 11:13:27.157,576670.0,false,1,DANGER,false,10000.0,830.0,5.0,5.0,81.11698542298804,0.8844221105527639,2,194_0.0_conf.png,191_0.64_conf.png,230_0.0_conf.png,348_0.19_conf.png,
37,2023-06-12 11:13:44.178,593691.0,false,-1,CLEAR,false,10000.0,936.0,5.0,6.0,60.817286452146504,0.53,6,331_0.23_conf.png,165_0.1_conf.png,107_0.18_conf.png,28_0.15_conf.png,
38,2023-06-12 11:14:00.024,609537.0,true,2,DANGER,true,1795.0,732.0,4.1025,8.0,44.09393141896718,0.85,2,51_0.0_conf.png,211_0.0_conf.png,97_0.69_conf.png,532_0.3_conf.png,
39,2023-06-12 11:14:17.267,626780.0,false,-1,CLEAR,true,5897.0,1639.0,0.0,4.0,91.04551795060397,0.715,2,771_0.2_conf.png,40_0.24_conf.png,470_0.0_conf.png,206_0.0_conf.png,
40,2023-06-12 11:14:32.994,642507.0,false,-1,CLEAR,false,10000.0,1719.0,5.0,1.0,112.84887188542538,0.6218905472636815,4,639_0.12_conf.png,793_0.0_conf.png,517_0.0_conf.png,549_0.11_conf.png,
