2023-06-12 11:03:50.493
Trial Number,Time Stamp,Relative Start Time,Threat Present,Threat Position,Warning Generated,Trigger Pulled,Time Until Trigger Pull (10000 if not pulled),Time Until First Toggle,Detection Score,Tracking Score,RMS,On Tracker Screen Proportion,Toggle Count,Image 0, Image 1,Image 2,Image 3
1,2023-06-12 11:03:52.144,1657.0,true,1,DANGER,true,1743.0,884.0,4.1285,9.0,38.24378061975643,0.8492462311557789,2,573_0.0_conf.png,261_0.99_conf.png,570_0.0_conf.png,412_0.11_conf.png,
2,2023-06-12 11:04:11.859,21372.0,false,1,DANGER,false,10000.0,606.0,5.0,5.0,74.1662093305144,0.8341708542713567,2,81_0.0_conf.png,558_0.58_conf.png,742_0.0_conf.png,430_0.24_conf.png,
3,2023-06-12 11:04:32.495,42008.0,false,-1,CLEAR,false,10000.0,859.0,5.0,5.0,77.92077956090894,0.5870646766169154,2,264_0.0_conf.png,535_0.2_conf.png,88_0.0_conf.png,680_0.0_conf.png,
4,2023-06-12 11:04:48.023,57536.0,false,2,DANGER,false,10000.0,577.0,5.0,0.0,126.74215780719743,0.735,2,178_0.0_conf.png,404_0.0_conf.png,215_0.51_conf.png,173_0.0_conf.png,
5,2023-06-12 11:05:03.314,72827.0,false,-1,CLEAR,false,10000.0,1588.0,5.0,8.0,44.249824118948524,0.7487437185929648,2,122_0.3_conf.png,39_0.1_conf.png,405_0.0_conf.png,418_0.0_conf.png,
6,2023-06-12 11:05:19.159,88672.0,true,0,DANGER,true,1783.0,791.0,4.1085,4.0,90.85334096963219,0.8693467336683417,2,275_0.92_conf.png,49_0.0_conf.png,710_0.0_conf.png,520_0.15_conf.png,
7,2023-06-12 11:05:35.799,105312.0,false,-1,CLEAR,false,10000.0,1773.0,5.0,0.0,132.14170631414294,0.7014925373134329,2,675_0.0_conf.png,446_0.0_conf.png,182_0.37_conf.png,428_0.0_conf.png,
8,2023-06-12 11:05:50.828,120341.0,false,-1,CLEAR,false,10000.0,1132.0,5.0,4.0,86.1133591916065,0.73,4,242_0.37_conf.png,593_0.0_conf.png,617_0.13_conf.png,623_0.42_conf.png,
9,2023-06-12 11:06:06.534,136047.0,false,-1,CLEAR,false,10000.0,1365.0,5.0,7.0,52.482873694793504,0.63,6,614_0.0_conf.png,756_0.0_conf.png,441_0.38_conf.png,336_0.11_conf.png,
10,2023-06-12 11:06:21.864,151377.0,true,2,DANGER,true,2272.0,951.0,3.864,6.0,63.17715518713055,0.8442211055276382,2,138_0.33_conf.png,454_0.0_conf.png,46_0.99_conf.png,183_0.0_conf.png,
11,2023-06-12 11:06:36.643,166156.0,true,3,DANGER,true,1914.0,956.0,4.043,8.0,46.15080016938853,0.8606965174129353,2,522_0.0_conf.png,634_0.0_conf.png,129_0.0_conf.png,287_0.99_conf.png,
12,2023-06-12 11:06:51.652,181165.0,false,-1,CLEAR,false,10000.0,1886.0,5.0,3.0,99.87555429768742,0.5879396984924623,4,240_0.29_conf.png,30_0.0_conf.png,676_0.0_conf.png,789_0.0_conf.png,
13,2023-06-12 11:07:06.06,195573.0,false,0,DANGER,false,10000.0,579.0,5.0,7.0,51.20442422628033,0.88,2,167_0.6_conf.png,642_0.0_conf.png,659_0.0_conf.png,456_0.23_conf.png,
14,2023-06-12 11:07:21.516,211029.0,false,-1,CLEAR,false,10000.0,2184.0,5.0,6.0,64.50205751587552,0.62,6,435_0.1_conf.png,355_0.0_conf.png,692_0.12_conf.png,58_0.0_conf.png,
15,2023-06-12 11:07:36.573,226086.0,false,-1,CLEAR,false,10000.0,1251.0,5.0,6.0,66.41521674123511,0.6884422110552764,7,569_0.0_conf.png,572_0.0_conf.png,265_0.0_conf.png,238_0.1_conf.png,
16,2023-06-12 11:07:51.353,240866.0,true,3,DANGER,true,1619.0,892.0,4.1905,8.0,47.89620759488151,0.885,2,121_0.0_conf.png,615_0.0_conf.png,362_0.0_conf.png,267_0.99_conf.png,
17,2023-06-12 11:08:10.998,260511.0,false,-1,CLEAR,false,10000.0,1146.0,5.0,7.0,56.30331816247387,0.6180904522613065,7,5_0.36_conf.png,590_0.0_conf.png,389_0.23_conf.png,140_0.14_conf.png,
18,2023-06-12 11:08:25.997,275510.0,false,0,DANGER,false,10000.0,601.0,5.0,8.0,47.21539773668054,0.89,2,241_0.78_conf.png,190_0.0_conf.png,387_0.36_conf.png,106_0.0_conf.png,
19,2023-06-12 11:08:42.086,291599.0,false,-1,CLEAR,false,10000.0,1903.0,5.0,6.0,62.532387103054965,0.7487437185929648,4,280_0.27_conf.png,406_0.0_conf.png,778_0.28_conf.png,461_0.0_conf.png,
