2023-06-12 11:03:50.493
Trial Number,Time Stamp,Relative Start Time,Cursor X (Relative to Origin),Cursor Y(Relative to Origin),Joystick X,Joystick Y
1,2023-06-12 11:03:52.15,1663.0,0.0000,0.0000,0.0000,0.0000
1,2023-06-12 11:03:52.2,1713.0,-0.2479,0.2750,-0.0000,-0.0020
1,2023-06-12 11:03:52.25,1763.0,-1.3088,1.4122,-0.0000,-0.0020
1,2023-06-12 11:03:52.3,1813.0,-2.0539,2.1836,-0.0000,-0.0020
1,2023-06-12 11:03:52.35,1863.0,-3.8493,3.9681,-0.0000,-0.0020
1,2023-06-12 11:03:52.4,1913.0,-4.8631,4.9337,-0.0000,-0.0020
1,2023-06-12 11:03:52.45,1963.0,-7.0536,6.9037,-0.0000,-0.0195
1,2023-06-12 11:03:52.5,2013.0,-9.3904,8.6818,-0.0000,-0.0840
1,2023-06-12 11:03:52.55,2063.0,-10.5920,9.4170,-0.0000,-0.1016
1,2023-06-12 11:03:52.6,2113.0,-13.0254,10.4340,-0.0000,-0.1856
1,2023-06-12 11:03:52.65,2163.0,-14.2447,10.6536,-0.0000,-0.2285
1,2023-06-12 11:03:52.7,2213.0,-16.6603,10.4740,-0.0000,-0.2871
1,2023-06-12 11:03:52.75,2263.0,-17.8424,10.0906,0.0039,-0.3028
1,2023-06-12 11:03:52.8,2313.0,-20.1383,8.7967,-0.0000,-0.3301
1,2023-06-12 11:03:52.85,2363.0,-21.2107,7.9181,0.0333,-0.3438
1,2023-06-12 11:03:52.9,2413.0,-22.8584,5.8068,0.1726,-0.3438
1,2023-06-12 11:03:52.95,2463.0,-23.3318,4.6254,0.2373,-0.3340
1,2023-06-12 11:03:53.0,2513.0,-23.4386,2.3125,0.3373,-0.2344
1,2023-06-12 11:03:53.05,2563.0,-23.1040,1.3220,0.3588,-0.1602
1,2023-06-12 11:03:53.1,2613.0,-21.8461,-0.1581,0.3647,-0.0899
1,2023-06-12 11:03:53.15,2663.0,-21.0145,-0.6713,0.3432,-0.0801
1,2023-06-12 11:03:53.2,2713.0,-19.1339,-1.3361,0.3157,-0.0625
1,2023-06-12 11:03:53.25,2763.0,-18.1590,-1.4746,0.2981,-0.0371
1,2023-06-12 11:03:53.3,2813.0,-16.4111,-1.3815,0.1843,-0.0195
1,2023-06-12 11:03:53.35,2863.0,-15.7967,-1.1602,0.1059,-0.0020
1,2023-06-12 11:03:53.4,2913.0,-15.3019,-0.4293,0.0000,-0.0020
1,2023-06-12 11:03:53.45,2963.0,-15.3762,0.0550,0.0059,-0.0020
1,2023-06-12 11:03:53.5,3013.0,-15.9430,1.2141,0.0216,-0.0020
1,2023-06-12 11:03:53.55,3063.0,-16.3964,1.8741,0.0216,-0.0020
1,2023-06-12 11:03:53.6,3113.0,-17.5847,3.3231,0.0118,-0.0020
1,2023-06-12 11:03:53.65,3163.0,-18.3101,4.1011,0.0098,-0.0020
1,2023-06-12 11:03:53.7,3213.0,-19.9858,5.7373,0.0059,-0.0020
1,2023-06-12 11:03:53.75,3263.0,-20.9165,6.5852,0.0059,-0.0020
1,2023-06-12 11:03:53.8,3313.0,-22.9217,8.3154,0.0059,-0.0020
1,2023-06-12 11:03:53.85,3363.0,-23.9834,9.1877,0.0039,-0.0020
1,2023-06-12 11:03:53.9,3413.0,-26.2032,10.9223,-0.0000,-0.0020
1,2023-06-12 11:03:53.95,3463.0,-27.3455,11.7755,-0.0000,-0.0020
1,2023-06-12 11:03:54.0,3513.0,-29.6596,13.4329,-0.0000,-0.0020
1,2023-06-12 11:03:54.05,3563.0,-30.8186,14.2297,-0.0000,-0.0020
1,2023-06-12 11:03:54.15,3663.0,-35.3486,17.1413,-0.0000,-0.0020
1,2023-06-12 11:03:54.2,3713.0,-36.4362,17.7921,-0.0000,-0.0020
1,2023-06-12 11:03:54.25,3763.0,-38.5433,18.9983,-0.0000,-0.0020
1,2023-06-12 11:03:54.3,3813.0,-39.5623,19.5553,-0.0000,-0.0020
1,2023-06-12 11:03:54.35,3863.0,-41.5372,20.5861,-0.0000,-0.0020
1,2023-06-12 11:03:54.4,3913.0,-42.4980,21.0650,-0.0000,-0.0020
1,2023-06-12 11:03:54.45,3963.0,-44.3850,21.9667,-0.0000,-0.0020
1,2023-06-12 11:03:54.5,4013.0,-45.3208,22.3974,-0.0000,-0.0020
1,2023-06-12 11:03:54.55,4063.0,-47.2051,23.2405,-0.0000,-0.0020
1,2023-06-12 11:03:54.6,4113.0,-48.1661,23.6622,-0.0000,-0.0020
1,2023-06-12 11:03:54.65,4163.0,-50.1584,24.5298,-0.0000,-0.0020
1,2023-06-12 11:03:54.7,4213.0,-51.2028,24.9848,-0.0000,-0.0020
1,2023-06-12 11:03:54.75,4263.0,-53.4196,25.9586,-0.0000,-0.0020
1,2023-06-12 11:03:54.8,4313.0,-54.6033,26.4848,-0.0000,-0.0020
1,2023-06-12 11:03:54.85,4363.0,-57.1464,27.6310,-0.0000,-0.0020
1,2023-06-12 11:03:54.9,4413.0,-58.5136,28.2553,-0.0000,-0.0020
1,2023-06-12 11:03:54.95,4463.0,-61.4537,29.6127,-0.0000,-0.0020
1,2023-06-12 11:03:55.0,4513.0,-63.0298,30.3460,-0.0000,-0.0020
1,2023-06-12 11:03:55.05,4563.0,-66.3778,31.9178,0.0157,-0.0020
1,2023-06-12 11:03:55.1,4613.0,-68.1237,32.7523,0.0235,-0.0020
1,2023-06-12 11:03:55.15,4663.0,-71.5377,34.5149,0.1236,0.0039
1,2023-06-12 11:03:55.2,4713.0,-73.0996,35.4593,0.1902,0.0216
1,2023-06-12 11:03:55.25,4763.0,-75.5728,37.5261,0.3530,0.0530
1,2023-06-12 11:03:55.3,4813.0,-76.4622,38.6450,0.4000,0.0608
1,2023-06-12 11:03:55.35,4863.0,-77.5490,40.9923,0.4608,0.0628
1,2023-06-12 11:03:55.4,4913.0,-77.8322,42.1932,0.4647,0.0628
1,2023-06-12 11:03:55.45,4963.0,-77.9179,44.3938,0.5177,-0.0020
1,2023-06-12 11:03:55.5,5013.0,-77.7710,45.3335,0.5098,-0.0469
1,2023-06-12 11:03:55.55,5063.0,-77.3986,46.5288,0.4451,-0.2110
1,2023-06-12 11:03:55.6,5113.0,-77.2170,46.6864,0.4373,-0.2598
1,2023-06-12 11:03:55.65,5163.0,-76.9220,46.2040,0.4373,-0.2852
1,2023-06-12 11:03:55.7,5213.0,-76.7703,45.6144,0.4373,-0.2949
1,2023-06-12 11:03:55.75,5263.0,-76.5365,43.8133,0.4098,-0.3203
1,2023-06-12 11:03:55.8,5313.0,-76.3721,41.2740,0.4098,-0.3262
1,2023-06-12 11:03:55.85,5363.0,-76.2915,39.7675,0.4216,-0.3262
1,2023-06-12 11:03:55.9,5413.0,-76.0040,36.3510,0.4608,-0.3223
1,2023-06-12 11:03:55.95,5463.0,-75.7828,34.4643,0.4706,-0.3223
1,2023-06-12 11:03:56.0,5513.0,-75.1259,30.3682,0.5333,-0.3223
1,2023-06-12 11:03:56.05,5563.0,-74.6048,28.1719,0.5627,-0.3203
1,2023-06-12 11:03:56.1,5613.0,-73.0705,23.7865,0.6333,-0.2031
1,2023-06-12 11:03:56.15,5663.0,-72.0530,21.7375,0.6451,-0.1113
1,2023-06-12 11:03:56.2,5713.0,-69.5134,18.1049,0.6784,-0.0098
1,2023-06-12 11:03:56.25,5763.0,-68.0162,16.5026,0.6863,-0.0000
1,2023-06-12 11:03:56.3,5813.0,-64.5927,13.5651,0.7020,0.0157
1,2023-06-12 11:03:56.35,5863.0,-62.6762,12.1811,0.7079,0.0079
1,2023-06-12 11:03:56.4,5913.0,-58.4558,9.4929,0.7118,0.0098
1,2023-06-12 11:03:56.45,5963.0,-56.1631,8.1485,0.7118,0.0098
1,2023-06-12 11:03:56.5,6013.0,-51.2271,5.4185,0.7118,0.0177
1,2023-06-12 11:03:56.55,6063.0,-48.5859,4.0310,0.7118,0.0216
1,2023-06-12 11:03:56.6,6113.0,-42.9689,1.1928,0.7039,0.0255
1,2023-06-12 11:03:56.65,6163.0,-40.0012,-0.2654,0.7039,0.0294
1,2023-06-12 11:03:56.7,6213.0,-33.8111,-3.2342,0.6725,0.0608
1,2023-06-12 11:03:56.75,6263.0,-30.6407,-4.6730,0.6392,0.1059
1,2023-06-12 11:03:56.8,6313.0,-24.3481,-7.1005,0.5333,0.2765
1,2023-06-12 11:03:56.85,6363.0,-21.3755,-7.9818,0.4392,0.3490
1,2023-06-12 11:03:56.9,6413.0,-16.1004,-8.8519,0.2588,0.5157
1,2023-06-12 11:03:56.95,6463.0,-13.8680,-8.8680,0.1961,0.5314
1,2023-06-12 11:03:57.0,6513.0,-10.0692,-8.3348,0.1667,0.5314
1,2023-06-12 11:03:57.05,6563.0,-8.4346,-7.8671,0.1471,0.5314
1,2023-06-12 11:03:57.1,6613.0,-5.6831,-6.5926,0.0961,0.5588
1,2023-06-12 11:03:57.15,6663.0,-4.5222,-5.8132,0.0843,0.5667
1,2023-06-12 11:03:57.2,6713.0,-2.4780,-4.0457,0.0961,0.5667
1,2023-06-12 11:03:57.25,6763.0,-1.5620,-3.0784,0.0961,0.5667
1,2023-06-12 11:03:57.3,6813.0,0.1045,-1.0555,0.0961,0.5235
1,2023-06-12 11:03:57.35,6863.0,0.8575,-0.0542,0.0882,0.5157
1,2023-06-12 11:03:57.4,6913.0,2.4214,1.4581,0.1745,0.2824
1,2023-06-12 11:03:57.45,6963.0,4.2670,1.4011,0.2137,-0.0469
1,2023-06-12 11:03:57.5,7013.0,5.1608,0.5639,0.1294,-0.2168
1,2023-06-12 11:03:57.55,7063.0,6.3933,-2.5216,-0.0000,-0.2735
1,2023-06-12 11:03:57.6,7113.0,6.8148,-4.5580,0.0216,-0.2735
1,2023-06-12 11:03:57.65,7163.0,7.5764,-8.8630,0.0687,-0.0723
1,2023-06-12 11:03:57.7,7213.0,7.8492,-10.8262,0.0059,-0.0000
1,2023-06-12 11:03:57.75,7263.0,8.1729,-14.1128,-0.0000,0.1039
