2023-06-12 11:19:45.956
Trial Number,Time Stamp,Relative Start Time,Threat Present,Threat Position,Warning Generated,Trigger Pulled,Time Until Trigger Pull (10000 if not pulled),Time Until First Toggle,Detection Score,Tracking Score,RMS,On Tracker Screen Proportion,Toggle Count,Image 0, Image 1,Image 2,Image 3
11,2023-06-12 11:22:28.574,162620.0,false,-1,CLEAR,false,10000.0,778.0,5.0,6.0,61.00017944087723,0.57,10,136_0.0_conf.png,423_0.0_conf.png,378_0.0_conf.png,59_0.29_conf.png,
12,2023-06-12 11:22:43.258,177304.0,false,-1,CLEAR,false,10000.0,1010.0,5.0,3.0,98.29503553436015,0.505,10,74_0.31_conf.png,647_0.19_conf.png,445_0.0_conf.png,25_0.33_conf.png,
13,2023-06-12 11:22:58.231,192277.0,false,-1,CLEAR,false,10000.0,755.0,5.0,4.0,81.65473749570393,0.69,8,606_0.0_conf.png,627_0.0_conf.png,257_0.47_conf.png,104_0.0_conf.png,
14,2023-06-12 11:23:12.586,206632.0,true,3,DANGER,true,1845.0,623.0,4.0775,8.0,40.37324467749467,0.85,2,516_0.0_conf.png,272_0.0_conf.png,629_0.0_conf.png,286_0.99_conf.png,
15,2023-06-12 11:23:31.024,225070.0,false,-1,CLEAR,false,10000.0,830.0,5.0,7.0,59.988009481447655,0.605,6,345_0.29_conf.png,679_0.0_conf.png,86_0.17_conf.png,269_0.0_conf.png,
16,2023-06-12 11:23:46.049,240095.0,false,-1,CLEAR,false,10000.0,3097.0,5.0,8.0,49.51070033687644,0.71,6,69_0.0_conf.png,439_0.0_conf.png,566_0.0_conf.png,270_0.0_conf.png,
17,2023-06-12 11:24:00.389,254435.0,false,0,DANGER,false,10000.0,736.0,5.0,0.0,148.44858353016065,0.57,6,213_0.69_conf.png,234_0.0_conf.png,113_0.26_conf.png,90_0.0_conf.png,
18,2023-06-12 11:24:18.6,272646.0,true,-1,CLEAR,false,10000.0,906.0,0.0,5.0,77.57548604798397,0.53,6,682_0.0_conf.png,62_0.4_conf.png,113_0.33_conf.png,368_0.0_conf.png,
19,2023-06-12 11:24:39.129,293175.0,false,-1,CLEAR,false,10000.0,738.0,5.0,3.0,93.64963136507822,0.59,6,53_0.0_conf.png,185_0.0_conf.png,543_0.0_conf.png,753_0.0_conf.png,
20,2023-06-12 11:24:53.862,307908.0,false,-1,CLEAR,false,10000.0,1482.0,5.0,3.0,96.97851806464627,0.5505050505050505,8,709_0.12_conf.png,42_0.21_conf.png,681_0.0_conf.png,369_0.0_conf.png,
21,2023-06-12 11:25:08.209,322255.0,false,2,DANGER,false,10000.0,533.0,5.0,6.0,62.15347185686219,0.49748743718592964,6,133_0.1_conf.png,645_0.0_conf.png,249_0.53_conf.png,608_0.0_conf.png,
22,2023-06-12 11:25:25.397,339443.0,false,-1,CLEAR,false,10000.0,769.0,5.0,2.0,103.79542028516926,0.39303482587064675,6,189_0.0_conf.png,585_0.13_conf.png,303_0.18_conf.png,605_0.0_conf.png,
23,2023-06-12 11:25:39.706,353752.0,false,-1,CLEAR,false,10000.0,617.0,5.0,0.0,153.95048037810656,0.46,6,723_0.0_conf.png,783_0.2_conf.png,437_0.0_conf.png,41_0.43_conf.png,
24,2023-06-12 11:25:54.203,368249.0,true,1,DANGER,false,10000.0,673.0,0.0,0.0,160.09093157810256,0.485,4,794_0.0_conf.png,86_0.93_conf.png,228_0.0_conf.png,112_0.0_conf.png,
25,2023-06-12 11:26:15.042,389088.0,true,2,DANGER,false,10000.0,5178.0,0.0,8.0,44.43572589788307,0.6567164179104478,3,574_0.0_conf.png,625_0.25_conf.png,193_0.57_conf.png,791_0.0_conf.png,
26,2023-06-12 11:26:37.221,411267.0,true,1,DANGER,true,2536.0,522.0,3.732,4.0,84.81324172904236,0.755,2,651_0.0_conf.png,239_0.78_conf.png,37_0.29_conf.png,694_0.17_conf.png,
27,2023-06-12 11:26:55.45,429496.0,true,2,DANGER,true,807.0,1763.0,4.5965,7.0,57.91872232886658,0.9040404040404041,2,760_0.18_conf.png,344_0.0_conf.png,284_0.99_conf.png,218_0.42_conf.png,
28,2023-06-12 11:27:15.118,449164.0,false,3,DANGER,false,10000.0,905.0,5.0,0.0,175.56203376931634,0.55,7,458_0.0_conf.png,177_0.24_conf.png,436_0.0_conf.png,670_0.86_conf.png,
29,2023-06-12 11:27:29.955,464001.0,true,-1,CLEAR,false,10000.0,1083.0,0.0,1.0,114.63861379186126,0.505,8,31_0.0_conf.png,721_0.0_conf.png,630_0.0_conf.png,700_0.27_conf.png,
30,2023-06-12 11:27:49.126,483172.0,true,0,DANGER,true,4485.0,1052.0,2.7575,0.0,286.62914143135123,0.628140703517588,2,98_0.99_conf.png,609_0.0_conf.png,557_0.22_conf.png,154_0.1_conf.png,
31,2023-06-12 11:28:04.194,498240.0,false,1,DANGER,false,10000.0,537.0,5.0,0.0,123.39229854595183,0.5323383084577115,8,98_0.0_conf.png,149_0.66_conf.png,338_0.0_conf.png,55_0.14_conf.png,
32,2023-06-12 11:28:19.669,513715.0,false,0,DANGER,false,10000.0,704.0,5.0,0.0,128.53654139754974,0.45,11,635_0.69_conf.png,465_0.19_conf.png,583_0.0_conf.png,780_0.0_conf.png,
33,2023-06-12 11:28:34.933,528979.0,true,1,DANGER,true,1644.0,719.0,4.178,6.0,70.59627261983283,0.875,2,601_0.0_conf.png,259_0.99_conf.png,50_0.47_conf.png,720_0.0_conf.png,
34,2023-06-12 11:28:50.599,544645.0,true,0,DANGER,true,1752.0,728.0,4.124,9.0,36.47928384544441,0.86,2,253_0.99_conf.png,222_0.1_conf.png,691_0.29_conf.png,739_0.0_conf.png,
35,2023-06-12 11:29:08.419,562465.0,true,3,DANGER,true,1620.0,794.0,4.1899999999999995,6.0,61.235229730197716,0.865,2,547_0.15_conf.png,97_0.0_conf.png,777_0.41_conf.png,237_0.99_conf.png,
36,2023-06-12 11:29:26.09,580136.0,false,-1,CLEAR,false,10000.0,1207.0,5.0,0.0,269.849499411021,0.6091370558375635,7,139_0.0_conf.png,356_0.0_conf.png,613_0.0_conf.png,449_0.0_conf.png,
37,2023-06-12 11:29:41.157,595203.0,false,-1,CLEAR,false,10000.0,924.0,5.0,6.0,68.62237822204392,0.5979899497487438,9,542_0.39_conf.png,376_0.0_conf.png,715_0.0_conf.png,621_0.12_conf.png,
38,2023-06-12 11:29:56.436,610482.0,false,-1,CLEAR,false,10000.0,759.0,5.0,0.0,140.51255340973677,0.49748743718592964,8,153_0.0_conf.png,150_0.0_conf.png,579_0.0_conf.png,677_0.16_conf.png,
39,2023-06-12 11:30:11.084,625130.0,true,0,DANGER,true,2975.0,631.0,3.5125,0.0,127.28485572036254,0.6633165829145728,5,60_0.98_conf.png,296_0.39_conf.png,733_0.0_conf.png,539_0.46_conf.png,
40,2023-06-12 11:30:32.894,646940.0,false,-1,CLEAR,false,10000.0,799.0,5.0,8.0,46.29375690990649,0.6111111111111112,6,255_0.0_conf.png,65_0.16_conf.png,89_0.0_conf.png,746_0.21_conf.png,
