Trial Number,Time Stamp,Relative Start Time,Switched To Tracker
1,2023-06-12 11:19:48.444,843.0,false
1,2023-06-12 11:19:51.183,3582.0,true
1,2023-06-12 11:19:53.196,5595.0,false
1,2023-06-12 11:19:54.087,6486.0,true
2,2023-06-12 11:20:05.571,701.0,false
2,2023-06-12 11:20:06.561,1691.0,true
2,2023-06-12 11:20:07.815,2945.0,false
2,2023-06-12 11:20:09.3,4430.0,true
2,2023-06-12 11:20:12.963,8093.0,false
2,2023-06-12 11:20:14.415,9545.0,true
3,2023-06-12 11:20:26.955,895.0,false
3,2023-06-12 11:20:27.945,1885.0,true
3,2023-06-12 11:20:29.331,3271.0,false
3,2023-06-12 11:20:30.288,4228.0,true
4,2023-06-12 11:20:43.257,1046.0,false
4,2023-06-12 11:20:44.247,2036.0,true
4,2023-06-12 11:20:46.26,4049.0,false
4,2023-06-12 11:20:47.184,4973.0,true
5,2023-06-12 11:20:58.14,840.0,false
5,2023-06-12 11:20:59.922,2622.0,true
5,2023-06-12 11:21:00.978,3678.0,false
5,2023-06-12 11:21:02.595,5295.0,true
5,2023-06-12 11:21:05.466,8166.0,false
5,2023-06-12 11:21:06.522,9222.0,true
6,2023-06-12 11:21:12.363,597.0,false
6,2023-06-12 11:21:13.914,2148.0,true
6,2023-06-12 11:21:16.356,4590.0,false
6,2023-06-12 11:21:17.148,5382.0,true
6,2023-06-12 11:21:20.151,8385.0,false
7,2023-06-12 11:21:27.906,1130.0,false
7,2023-06-12 11:21:28.731,1955.0,true
7,2023-06-12 11:21:31.074,4298.0,false
7,2023-06-12 11:21:31.701,4925.0,true
7,2023-06-12 11:21:33.153,6377.0,false
7,2023-06-12 11:21:33.879,7103.0,true
7,2023-06-12 11:21:36.09,9314.0,false
8,2023-06-12 11:21:42.723,691.0,false
8,2023-06-12 11:21:43.647,1615.0,true
8,2023-06-12 11:21:45.726,3694.0,false
8,2023-06-12 11:21:46.386,4354.0,true
8,2023-06-12 11:21:46.947,4915.0,false
8,2023-06-12 11:21:47.508,5476.0,true
8,2023-06-12 11:21:48.399,6367.0,false
8,2023-06-12 11:21:49.191,7159.0,true
8,2023-06-12 11:21:50.412,8380.0,false
8,2023-06-12 11:21:50.94,8908.0,true
9,2023-06-12 11:21:57.507,513.0,false
9,2023-06-12 11:21:58.53,1536.0,true
9,2023-06-12 11:21:59.685,2691.0,false
9,2023-06-12 11:22:00.411,3417.0,true
9,2023-06-12 11:22:01.071,4077.0,false
9,2023-06-12 11:22:01.863,4869.0,true
9,2023-06-12 11:22:02.424,5430.0,false
9,2023-06-12 11:22:03.051,6057.0,true
9,2023-06-12 11:22:04.371,7377.0,false
9,2023-06-12 11:22:05.262,8268.0,true
10,2023-06-12 11:22:14.139,848.0,false
10,2023-06-12 11:22:15.261,1970.0,true
10,2023-06-12 11:22:16.053,2762.0,false
10,2023-06-12 11:22:16.746,3455.0,true
10,2023-06-12 11:22:17.901,4610.0,false
10,2023-06-12 11:22:18.891,5600.0,true
10,2023-06-12 11:22:19.518,6227.0,false
10,2023-06-12 11:22:20.541,7250.0,true
11,2023-06-12 11:22:29.352,778.0,false
11,2023-06-12 11:22:30.045,1471.0,true
11,2023-06-12 11:22:30.771,2197.0,false
11,2023-06-12 11:22:31.761,3187.0,true
11,2023-06-12 11:22:33.015,4441.0,false
11,2023-06-12 11:22:33.675,5101.0,true
11,2023-06-12 11:22:34.566,5992.0,false
11,2023-06-12 11:22:35.49,6916.0,true
11,2023-06-12 11:22:36.216,7642.0,false
11,2023-06-12 11:22:37.305,8731.0,true
12,2023-06-12 11:22:44.268,1010.0,false
12,2023-06-12 11:22:45.192,1934.0,true
12,2023-06-12 11:22:46.413,3155.0,false
12,2023-06-12 11:22:48.03,4772.0,true
12,2023-06-12 11:22:49.35,6092.0,false
12,2023-06-12 11:22:50.34,7082.0,true
12,2023-06-12 11:22:51.033,7775.0,false
12,2023-06-12 11:22:51.759,8501.0,true
12,2023-06-12 11:22:52.452,9194.0,false
12,2023-06-12 11:22:53.178,9920.0,true
13,2023-06-12 11:22:58.986,755.0,false
13,2023-06-12 11:22:59.943,1712.0,true
13,2023-06-12 11:23:00.702,2471.0,false
13,2023-06-12 11:23:01.395,3164.0,true
13,2023-06-12 11:23:02.022,3791.0,false
13,2023-06-12 11:23:02.88,4649.0,true
13,2023-06-12 11:23:03.441,5210.0,false
13,2023-06-12 11:23:04.068,5837.0,true
14,2023-06-12 11:23:13.209,623.0,false
14,2023-06-12 11:23:14.727,2141.0,true
15,2023-06-12 11:23:31.854,830.0,false
15,2023-06-12 11:23:33.075,2051.0,true
15,2023-06-12 11:23:34.065,3041.0,false
15,2023-06-12 11:23:35.748,4724.0,true
15,2023-06-12 11:23:37.002,5978.0,false
15,2023-06-12 11:23:38.124,7100.0,true
16,2023-06-12 11:23:49.146,3097.0,false
16,2023-06-12 11:23:50.004,3955.0,true
16,2023-06-12 11:23:52.974,6925.0,false
16,2023-06-12 11:23:53.832,7783.0,true
16,2023-06-12 11:23:54.789,8740.0,false
16,2023-06-12 11:23:55.944,9895.0,true
17,2023-06-12 11:24:01.125,736.0,false
17,2023-06-12 11:24:03.501,3112.0,true
17,2023-06-12 11:24:05.712,5323.0,false
17,2023-06-12 11:24:06.702,6313.0,true
17,2023-06-12 11:24:07.263,6874.0,false
17,2023-06-12 11:24:08.187,7798.0,true
18,2023-06-12 11:24:19.506,906.0,false
18,2023-06-12 11:24:21.387,2787.0,true
18,2023-06-12 11:24:23.532,4932.0,false
18,2023-06-12 11:24:24.984,6384.0,true
18,2023-06-12 11:24:26.469,7869.0,false
18,2023-06-12 11:24:27.855,9255.0,true
19,2023-06-12 11:24:39.867,738.0,false
19,2023-06-12 11:24:41.682,2553.0,true
19,2023-06-12 11:24:43.233,4104.0,false
19,2023-06-12 11:24:44.322,5193.0,true
19,2023-06-12 11:24:45.675,6546.0,false
19,2023-06-12 11:24:46.863,7734.0,true
20,2023-06-12 11:24:55.344,1482.0,false
20,2023-06-12 11:24:56.664,2802.0,true
20,2023-06-12 11:24:57.786,3924.0,false
20,2023-06-12 11:24:58.974,5112.0,true
20,2023-06-12 11:24:59.535,5673.0,false
20,2023-06-12 11:25:00.261,6399.0,true
20,2023-06-12 11:25:01.119,7257.0,false
20,2023-06-12 11:25:02.34,8478.0,true
21,2023-06-12 11:25:08.742,533.0,false
21,2023-06-12 11:25:10.095,1886.0,true
21,2023-06-12 11:25:10.986,2777.0,false
21,2023-06-12 11:25:13.131,4922.0,true
21,2023-06-12 11:25:13.89,5681.0,false
21,2023-06-12 11:25:15.375,7166.0,true
22,2023-06-12 11:25:26.166,769.0,false
22,2023-06-12 11:25:27.684,2287.0,true
22,2023-06-12 11:25:28.773,3376.0,false
22,2023-06-12 11:25:31.017,5620.0,true
22,2023-06-12 11:25:32.469,7072.0,false
22,2023-06-12 11:25:34.812,9415.0,true
23,2023-06-12 11:25:40.323,617.0,false
23,2023-06-12 11:25:42.864,3158.0,true
23,2023-06-12 11:25:44.283,4577.0,false
23,2023-06-12 11:25:45.768,6062.0,true
23,2023-06-12 11:25:47.319,7613.0,false
23,2023-06-12 11:25:48.672,8966.0,true
24,2023-06-12 11:25:54.876,673.0,false
24,2023-06-12 11:25:57.681,3478.0,true
24,2023-06-12 11:25:59.331,5128.0,false
24,2023-06-12 11:26:01.674,7471.0,true
25,2023-06-12 11:26:20.22,5178.0,false
25,2023-06-12 11:26:22.926,7884.0,true
25,2023-06-12 11:26:24.312,9270.0,false
26,2023-06-12 11:26:37.743,522.0,false
26,2023-06-12 11:26:40.152,2931.0,true
27,2023-06-12 11:26:57.213,1763.0,false
27,2023-06-12 11:26:58.269,2819.0,true
28,2023-06-12 11:27:16.023,905.0,false
28,2023-06-12 11:27:17.871,2753.0,true
28,2023-06-12 11:27:20.709,5591.0,false
28,2023-06-12 11:27:21.501,6383.0,true
28,2023-06-12 11:27:22.26,7142.0,false
28,2023-06-12 11:27:23.778,8660.0,true
28,2023-06-12 11:27:24.768,9650.0,false
29,2023-06-12 11:27:31.038,1083.0,false
29,2023-06-12 11:27:33.018,3063.0,true
29,2023-06-12 11:27:33.876,3921.0,false
29,2023-06-12 11:27:35.79,5835.0,true
29,2023-06-12 11:27:37.671,7716.0,false
29,2023-06-12 11:27:38.199,8244.0,true
29,2023-06-12 11:27:39.222,9267.0,false
29,2023-06-12 11:27:39.783,9828.0,true
30,2023-06-12 11:27:50.178,1052.0,false
30,2023-06-12 11:27:53.94,4814.0,true
31,2023-06-12 11:28:04.731,537.0,false
31,2023-06-12 11:28:05.985,1791.0,true
31,2023-06-12 11:28:06.975,2781.0,false
31,2023-06-12 11:28:08.163,3969.0,true
31,2023-06-12 11:28:09.12,4926.0,false
31,2023-06-12 11:28:10.143,5949.0,true
31,2023-06-12 11:28:11.199,7005.0,false
31,2023-06-12 11:28:12.42,8226.0,true
32,2023-06-12 11:28:20.373,704.0,false
32,2023-06-12 11:28:21.957,2288.0,true
32,2023-06-12 11:28:22.551,2882.0,false
32,2023-06-12 11:28:23.574,3905.0,true
32,2023-06-12 11:28:24.135,4466.0,false
32,2023-06-12 11:28:25.125,5456.0,true
32,2023-06-12 11:28:25.785,6116.0,false
32,2023-06-12 11:28:26.973,7304.0,true
32,2023-06-12 11:28:27.501,7832.0,false
32,2023-06-12 11:28:28.095,8426.0,true
32,2023-06-12 11:28:29.547,9878.0,false
33,2023-06-12 11:28:35.652,719.0,false
33,2023-06-12 11:28:36.939,2006.0,true
34,2023-06-12 11:28:51.327,728.0,false
34,2023-06-12 11:28:52.713,2114.0,true
35,2023-06-12 11:29:09.213,794.0,false
35,2023-06-12 11:29:10.566,2147.0,true
36,2023-06-12 11:29:27.297,1207.0,false
36,2023-06-12 11:29:29.772,3682.0,true
36,2023-06-12 11:29:32.544,6454.0,false
36,2023-06-12 11:29:33.105,7015.0,true
36,2023-06-12 11:29:34.59,8500.0,false
36,2023-06-12 11:29:35.283,9193.0,true
36,2023-06-12 11:29:36.009,9919.0,false
37,2023-06-12 11:29:42.081,924.0,false
37,2023-06-12 11:29:43.17,2013.0,true
37,2023-06-12 11:29:44.061,2904.0,false
37,2023-06-12 11:29:44.985,3828.0,true
37,2023-06-12 11:29:46.371,5214.0,false
37,2023-06-12 11:29:47.328,6171.0,true
37,2023-06-12 11:29:49.539,8382.0,false
37,2023-06-12 11:29:50.067,8910.0,true
37,2023-06-12 11:29:50.694,9537.0,false
38,2023-06-12 11:29:57.195,759.0,false
38,2023-06-12 11:29:59.109,2673.0,true
38,2023-06-12 11:30:00.297,3861.0,false
38,2023-06-12 11:30:01.353,4917.0,true
38,2023-06-12 11:30:02.079,5643.0,false
38,2023-06-12 11:30:03.399,6963.0,true
38,2023-06-12 11:30:03.927,7491.0,false
38,2023-06-12 11:30:04.554,8118.0,true
39,2023-06-12 11:30:11.715,631.0,false
39,2023-06-12 11:30:13.629,2545.0,true
39,2023-06-12 11:30:15.708,4624.0,false
39,2023-06-12 11:30:16.962,5878.0,true
39,2023-06-12 11:30:20.889,9805.0,false
40,2023-06-12 11:30:33.693,799.0,false
40,2023-06-12 11:30:35.013,2119.0,true
40,2023-06-12 11:30:35.706,2812.0,false
40,2023-06-12 11:30:36.795,3901.0,true
40,2023-06-12 11:30:37.389,4495.0,false
40,2023-06-12 11:30:38.808,5914.0,true
