2023-06-12 11:19:45.956
Trial Number,Time Stamp,Relative Start Time,Cursor X (Relative to Origin),Cursor Y(Relative to Origin),Joystick X,Joystick Y
1,2023-06-12 11:19:47.65,1696.0,-0.4008,0.2297,-0.0020,-0.0020
1,2023-06-12 11:19:47.7,1746.0,-2.1202,1.1900,-0.0020,-0.0020
1,2023-06-12 11:19:47.75,1796.0,-3.3320,1.8482,-0.0020,-0.0020
1,2023-06-12 11:19:47.8,1846.0,-6.2693,3.3880,-0.0020,-0.0020
1,2023-06-12 11:19:47.85,1896.0,-9.7191,5.1005,-0.0020,-0.0020
1,2023-06-12 11:19:47.95,1996.0,-15.5529,7.8050,-0.0020,0.0275
1,2023-06-12 11:19:48.0,2046.0,-17.6262,8.8092,-0.0020,0.0784
1,2023-06-12 11:19:48.05,2096.0,-21.9148,11.1257,-0.0020,0.1392
1,2023-06-12 11:19:48.1,2146.0,-24.1074,12.4821,0.0059,0.2039
1,2023-06-12 11:19:48.15,2196.0,-28.5190,15.4794,0.0392,0.1608
1,2023-06-12 11:19:48.2,2246.0,-30.6571,16.9040,0.0745,0.0784
1,2023-06-12 11:19:48.25,2296.0,-34.8668,19.1505,0.0059,-0.0938
1,2023-06-12 11:19:48.3,2346.0,-37.0299,19.7815,0.0098,-0.2207
1,2023-06-12 11:19:48.35,2396.0,-41.0387,19.9742,0.2078,-0.2949
1,2023-06-12 11:19:48.4,2446.0,-42.6638,19.6507,0.3098,-0.2949
1,2023-06-12 11:19:48.45,2496.0,-45.1335,18.3989,0.3804,-0.2949
1,2023-06-12 11:19:48.5,2546.0,-46.0330,17.5507,0.3863,-0.2852
1,2023-06-12 11:19:48.55,2596.0,-47.2828,15.6347,0.4216,-0.2500
1,2023-06-12 11:19:48.6,2646.0,-47.7002,14.6293,0.4196,-0.2246
1,2023-06-12 11:19:48.65,2696.0,-48.3545,12.6586,0.3882,-0.1778
1,2023-06-12 11:19:48.7,2746.0,-48.6470,11.7385,0.3824,-0.1582
1,2023-06-12 11:19:48.75,2796.0,-49.3192,10.0685,0.3432,-0.1250
1,2023-06-12 11:19:48.8,2846.0,-49.7665,9.3481,0.3079,-0.0938
1,2023-06-12 11:19:48.85,2896.0,-51.1185,8.1664,0.1922,-0.0547
1,2023-06-12 11:19:48.9,2946.0,-52.1842,7.7253,0.0961,-0.0235
1,2023-06-12 11:19:48.95,2996.0,-55.2965,7.1307,-0.0000,-0.0020
1,2023-06-12 11:19:49.0,3046.0,-57.2162,6.9282,0.0275,-0.0020
1,2023-06-12 11:19:49.05,3096.0,-61.5507,6.6183,0.0333,-0.0020
1,2023-06-12 11:19:49.1,3146.0,-63.9170,6.4810,0.0333,-0.0020
1,2023-06-12 11:19:49.15,3196.0,-68.9518,6.1799,0.0333,-0.0020
1,2023-06-12 11:19:49.2,3246.0,-71.5890,5.9949,0.0333,-0.0020
1,2023-06-12 11:19:49.25,3296.0,-77.0352,5.5104,0.0333,-0.0020
1,2023-06-12 11:19:49.3,3346.0,-79.8195,5.1943,0.0333,-0.0020
1,2023-06-12 11:19:49.35,3396.0,-85.4535,4.3782,0.0333,-0.0020
1,2023-06-12 11:19:49.4,3446.0,-88.2814,3.8650,0.0333,-0.0020
1,2023-06-12 11:19:49.45,3496.0,-93.9405,2.6004,0.0235,-0.0020
1,2023-06-12 11:19:49.5,3546.0,-99.5269,0.9875,0.0235,-0.0020
1,2023-06-12 11:19:49.55,3596.0,-102.2673,0.0416,0.0235,-0.0020
1,2023-06-12 11:19:49.6,3646.0,-107.5994,-2.1403,0.0235,-0.0020
1,2023-06-12 11:19:49.65,3696.0,-110.1770,-3.3784,0.0235,-0.0020
1,2023-06-12 11:19:49.7,3746.0,-115.1271,-6.1483,0.0235,-0.0020
1,2023-06-12 11:19:49.75,3796.0,-117.4918,-7.6773,0.0235,-0.0020
1,2023-06-12 11:19:49.8,3846.0,-121.9888,-11.0102,0.0235,-0.0020
1,2023-06-12 11:19:49.85,3896.0,-124.1197,-12.8067,0.0235,-0.0020
1,2023-06-12 11:19:49.9,3946.0,-128.1569,-16.6356,0.0216,-0.0020
1,2023-06-12 11:19:49.95,3996.0,-130.0669,-18.6568,0.0216,-0.0020
1,2023-06-12 11:19:50.0,4046.0,-133.6849,-22.8802,0.0216,-0.0020
