2023-10-18 10:32:57.531
Trial Number,Time Stamp,Relative Start Time,Cursor X (Relative to Origin),Cursor Y(Relative to Origin),Joystick X,Joystick Y
1,2023-10-18 10:33:02.65,5123.0,-32.7973,-80.5276,0.1922,-0.1113
1,2023-10-18 10:33:02.7,5173.0,-34.0962,-86.6742,0.2686,0.0412
1,2023-10-18 10:33:02.75,5223.0,-34.3162,-89.3903,0.3490,0.1941
1,2023-10-18 10:33:02.8,5273.0,-33.2175,-93.6420,0.7098,0.4431
1,2023-10-18 10:33:02.85,5323.0,-31.6899,-95.0987,0.8588,0.5235
1,2023-10-18 10:33:02.9,5373.0,-26.6684,-96.7294,1.0000,0.6294
1,2023-10-18 10:33:02.95,5423.0,-23.3819,-97.0317,1.0000,0.6392
1,2023-10-18 10:33:03.0,5473.0,-15.7021,-96.8511,1.0000,0.6706
1,2023-10-18 10:33:03.05,5523.0,-11.4367,-96.4379,1.0000,0.6843
1,2023-10-18 10:33:03.1,5573.0,-2.3336,-95.0993,0.9608,0.7000
1,2023-10-18 10:33:03.15,5623.0,2.3201,-94.1882,0.8941,0.7373
1,2023-10-18 10:33:03.2,5673.0,11.3854,-91.6986,0.7039,0.8529
1,2023-10-18 10:33:03.25,5723.0,15.5291,-90.0784,0.5686,0.9039
1,2023-10-18 10:33:03.3,5773.0,22.5635,-86.0766,0.2726,0.9588
1,2023-10-18 10:33:03.35,5823.0,25.2377,-83.7473,0.1079,0.9765
1,2023-10-18 10:33:03.4,5873.0,28.8504,-78.5022,-0.0703,1.0000
1,2023-10-18 10:33:03.45,5923.0,29.8058,-75.6458,-0.1934,1.0000
1,2023-10-18 10:33:03.5,5973.0,30.3202,-69.5700,-0.2285,1.0000
1,2023-10-18 10:33:03.55,6023.0,30.0851,-66.3805,-0.2383,1.0000
1,2023-10-18 10:33:03.6,6073.0,28.8920,-59.7523,-0.2735,1.0000
1,2023-10-18 10:33:03.65,6123.0,28.0437,-56.3298,-0.2696,1.0000
1,2023-10-18 10:33:03.7,6173.0,26.0660,-49.2995,-0.2696,1.0000
1,2023-10-18 10:33:03.75,6223.0,23.8814,-42.0552,-0.2774,1.0000
1,2023-10-18 10:33:03.8,6273.0,22.7506,-38.3633,-0.2871,1.0000
1,2023-10-18 10:33:03.85,6323.0,20.4360,-30.8584,-0.3145,1.0000
1,2023-10-18 10:33:03.9,6373.0,19.2068,-27.1014,-0.3516,0.9588
1,2023-10-18 10:33:03.95,6423.0,16.3855,-19.8566,-0.4805,0.8333
1,2023-10-18 10:33:04.0,6473.0,14.5757,-16.5206,-0.6348,0.7451
1,2023-10-18 10:33:04.05,6523.0,9.7088,-10.5828,-0.8633,0.6490
1,2023-10-18 10:33:04.1,6573.0,6.6535,-7.9914,-0.9004,0.5824
1,2023-10-18 10:33:04.15,6623.0,-0.4324,-3.7462,-0.9316,0.4353
1,2023-10-18 10:33:04.2,6673.0,-4.3860,-2.1274,-0.9434,0.3569
1,2023-10-18 10:33:04.25,6723.0,-13.0496,-0.1854,-0.9961,0.1098
